2023-01-02,55500.0,56100.0,55200.0,55500.0,53877.1875,10031448
2023-01-03,55400.0,56000.0,54500.0,55400.0,53780.11328125,13547030
2023-01-04,55700.0,58000.0,55600.0,57800.0,56109.94140625,20188071
2023-01-05,58200.0,58800.0,57600.0,58200.0,56498.24609375,15682826
2023-01-06,58300.0,59400.0,57900.0,59000.0,57274.8515625,17334989
2023-01-09,59700.0,60700.0,59600.0,60700.0,58925.14453125,18640107
2023-01-10,60200.0,61100.0,59900.0,60400.0,58633.91015625,14859797
2023-01-11,61000.0,61200.0,60300.0,60500.0,58730.99609375,12310751
2023-01-12,61100.0,61200.0,59900.0,60500.0,58730.99609375,16102561
2023-01-13,60500.0,61200.0,60400.0,60800.0,59022.22265625,12510328
2023-01-16,61300.0,61600.0,60800.0,61100.0,59313.4453125,10039972
2023-01-17,61200.0,61500.0,60600.0,61000.0,59216.37109375,9831456
2023-01-18,60700.0,61000.0,59900.0,60400.0,58633.91015625,11584041
2023-01-19,60500.0,61500.0,60400.0,61500.0,59701.75390625,12808490
2023-01-20,62100.0,62300.0,61100.0,61800.0,59992.98046875,9646327
2023-01-25,63500.0,63700.0,63000.0,63300.0,61449.125,39217
2023-01-26,63800.0,63900.0,63300.0,63800.0,61934.49609375,54188
2023-01-27,64400.0,65000.0,63900.0,64600.0,62711.109375,44282
2023-01-30,64900.0,64900.0,63100.0,63300.0,61449.125,59628
2023-01-31,63500.0,63700.0,61000.0,61400.0,59604.6796875,163847
2023-02-01,62600.0,62700.0,61000.0,61000.0,59216.37109375,98585
2023-02-02,63200.0,63900.0,62600.0,63500.0,61643.2734375,65992
2023-02-03,63900.0,64000.0,63000.0,63500.0,61643.2734375,47567
2023-02-06,62800.0,63000.0,61600.0,61600.0,59798.82421875,144104
2023-02-07,61900.0,62500.0,61600.0,62000.0,60187.12890625,32873
2023-02-08,62800.0,63300.0,62400.0,63100.0,61254.96875,42558
2023-02-09,63000.0,63300.0,62300.0,63300.0,61449.125,48035
2023-02-10,62600.0,63000.0,62400.0,62900.0,61060.8125,44786
2023-02-13,62900.0,63000.0,62300.0,62900.0,61060.8125,59395
2023-02-14,63600.0,63900.0,63200.0,63200.0,61352.0390625,70606
2023-02-15,63900.0,63900.0,62000.0,62200.0,60381.28125,58370
2023-02-16,62500.0,63700.0,62400.0,63700.0,61837.4296875,41448
2023-02-17,62900.0,63300.0,62400.0,62600.0,60769.5859375,28613
2023-02-20,62900.0,63000.0,61800.0,62700.0,60866.6640625,29846
2023-02-21,62700.0,62800.0,62000.0,62100.0,60284.2109375,60971
2023-02-22,61500.0,61800.0,61000.0,61100.0,59313.4453125,39178
2023-02-23,61700.0,62500.0,61500.0,62000.0,60187.12890625,37145
2023-02-24,62300.0,62600.0,61300.0,61300.0,59507.59765625,50792
2023-02-27,60800.0,60800.0,60200.0,60500.0,58730.99609375,11155697
2023-02-28,60800.0,61400.0,60500.0,60600.0,58828.06640625,13715861
