55500.0,56100.0,55200.0,55500.0,54363.421875,10031448
55400.0,56000.0,54500.0,55400.0,54265.47265625,13547030
55700.0,58000.0,55600.0,57800.0,56616.3203125,20188071
58200.0,58800.0,57600.0,58200.0,57008.12890625,15682826
58300.0,59400.0,57900.0,59000.0,57791.74609375,17334989
59700.0,60700.0,59600.0,60700.0,59456.93359375,18640107
60200.0,61100.0,59900.0,60400.0,59163.07421875,14859797
61000.0,61200.0,60300.0,60500.0,59261.02734375,12310751
61100.0,61200.0,59900.0,60500.0,59261.02734375,16102561
60500.0,61200.0,60400.0,60800.0,59554.8828125,12510328
61300.0,61600.0,60800.0,61100.0,59848.7421875,10039972
61200.0,61500.0,60600.0,61000.0,59750.79296875,9831456
60700.0,61000.0,59900.0,60400.0,59163.07421875,11584041
60500.0,61500.0,60400.0,61500.0,60240.546875,12808490
62100.0,62300.0,61100.0,61800.0,60534.40234375,9646327
63500.0,63700.0,63000.0,63300.0,62003.6875,39217
63800.0,63900.0,63300.0,63800.0,62493.4453125,54188
64400.0,65000.0,63900.0,64600.0,63277.0625,44282
64900.0,64900.0,63100.0,63300.0,62003.6875,59628
63500.0,63700.0,61000.0,61400.0,60142.59765625,163847
62600.0,62700.0,61000.0,61000.0,59750.79296875,98585
63200.0,63900.0,62600.0,63500.0,62199.59375,65992
63900.0,64000.0,63000.0,63500.0,62199.59375,47567
62800.0,63000.0,61600.0,61600.0,60338.5,144104
61900.0,62500.0,61600.0,62000.0,60730.30859375,32873
62800.0,63300.0,62400.0,63100.0,61807.78515625,42558
63000.0,63300.0,62300.0,63300.0,62003.6875,48035
62600.0,63000.0,62400.0,62900.0,61611.87890625,44786
62900.0,63000.0,62300.0,62900.0,61611.87890625,59395
63600.0,63900.0,63200.0,63200.0,61905.73046875,70606
63900.0,63900.0,62000.0,62200.0,60926.21484375,58370
62500.0,63700.0,62400.0,63700.0,62395.49609375,41448
62900.0,63300.0,62400.0,62600.0,61318.0234375,28613
62900.0,63000.0,61800.0,62700.0,61415.9765625,29846
62700.0,62800.0,62000.0,62100.0,60828.26171875,60971
61500.0,61800.0,61000.0,61100.0,59848.7421875,39178
61700.0,62500.0,61500.0,62000.0,60730.30859375,37145
62300.0,62600.0,61300.0,61300.0,60044.64453125,50792
60800.0,60800.0,60200.0,60500.0,59261.02734375,11155697
60800.0,61400.0,60500.0,60600.0,59358.98046875,13715861
60900.0,61800.0,60500.0,60800.0,59554.8828125,13095682
61000.0,61200.0,60500.0,60500.0,59261.02734375,10711405
61100.0,61600.0,60800.0,61500.0,60240.546875,13630602
61400.0,61400.0,60700.0,60700.0,59456.93359375,11473280
60100.0,60500.0,59900.0,60300.0,59065.125,14161857
60500.0,60800.0,59900.0,60100.0,58869.21875,14334499
59500.0,59700.0,59100.0,59500.0,58281.50390625,11902471
59900.0,60200.0,59300.0,60000.0,58771.265625,12779724
59400.0,59500.0,59000.0,59000.0,57791.74609375,12147346
60000.0,60300.0,59600.0,59800.0,58575.36328125,10482149
59200.0,60200.0,59100.0,59900.0,58673.3125,10611939
60800.0,61300.0,60600.0,61300.0,60044.64453125,14090110
61100.0,61200.0,60200.0,60200.0,58967.17578125,9618009
60500.0,60700.0,60100.0,60300.0,59065.125,8318514
61000.0,61200.0,60500.0,61100.0,59848.7421875,8978591
60600.0,62300.0,60600.0,62300.0,61024.1640625,15381057
62700.0,63300.0,62300.0,63000.0,61709.83203125,18278602
62600.0,62800.0,62000.0,62100.0,60828.26171875,11039331
62400.0,62900.0,62100.0,62900.0,61611.87890625,11614118
62500.0,62700.0,62200.0,62700.0,61415.9765625,11216008
63700.0,63700.0,63100.0,63200.0,62264.22265625,15684377
64000.0,64000.0,63700.0,64000.0,63052.37890625,14094479
64000.0,64000.0,63000.0,63100.0,62165.70703125,11973133
63400.0,63800.0,62800.0,63600.0,62658.3046875,11120514
63700.0,64000.0,63400.0,63900.0,62953.859375,9176149
63500.0,63600.0,62300.0,62300.0,61377.55078125,14992747
63800.0,65200.0,63800.0,65000.0,64037.57421875,27476120
64800.0,66300.0,64700.0,65700.0,64727.20703125,18777166
66200.0,66200.0,65400.0,65900.0,64924.24609375,16323183
65800.0,66200.0,65300.0,66000.0,65022.76953125,15021313
65600.0,66100.0,65400.0,66100.0,65121.2890625,15091022
66600.0,66600.0,65000.0,65100.0,64136.09375,16176490
65000.0,65600.0,64700.0,65300.0,64333.1328125,13486618
65900.0,66000.0,64800.0,65600.0,64628.69140625,14802060
65500.0,65800.0,65300.0,65500.0,64530.16796875,10255985
65100.0,65300.0,64600.0,65300.0,64333.1328125,9501169
65800.0,65900.0,65400.0,65700.0,64727.20703125,10538622
65300.0,65700.0,64800.0,65200.0,64234.61328125,12986581
65300.0,65400.0,63400.0,63600.0,62658.3046875,16193271
63600.0,64300.0,63300.0,64100.0,63150.8984375,12664541
64100.0,65000.0,63300.0,64600.0,63643.49609375,14779601
65200.0,65900.0,65000.0,65500.0,64530.16796875,19699481
66000.0,66300.0,65100.0,65700.0,64727.20703125,14396948
65100.0,65600.0,64900.0,65400.0,64431.65234375,8876749
65600.0,65700.0,64700.0,65100.0,64136.09375,9791064
66300.0,66300.0,65400.0,65900.0,64924.24609375,9405365
65800.0,65800.0,65100.0,65300.0,64333.1328125,9366861
65500.0,65500.0,64300.0,64600.0,63643.49609375,13057727
64700.0,65100.0,64200.0,64200.0,63249.421875,11648905
63700.0,64600.0,63600.0,64100.0,63150.8984375,8693913
64100.0,64600.0,63900.0,64500.0,63544.9765625,8172021
65800.0,65900.0,65300.0,65400.0,64431.65234375,12334657
65900.0,65900.0,64800.0,65000.0,64037.57421875,10745504
66000.0,66200.0,65700.0,66200.0,65219.8046875,14431704
67800.0,68400.0,67500.0,68400.0,67387.2265625,20349345
68400.0,69000.0,68000.0,68500.0,67485.75,14470308
